ID|Code|IDPlayer|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro
478|G725|Top-Players/Santiago-Giraldo|27|11|1987|188|75|1|2004
479|L828|Le/H/Hsin-Han-Lee|19|5|1988|-1|-1|-1|-1
480|MK26|Ma/J/Jules-Marie|1|9|1991|-1|-1|-1|-1
481|G817|Ga/P/Pablo-Galdon|28|11|1985|-1|-1|1|-1
482|L949|La/H/Henri-Laaksonen|31|3|1992|185|80|1|-1
483|K624|Kn/B/Bastian-Knittel|8|8|1983|180|71|0|2003
484|G810|Go/R/Ruben-Gonzales|11|9|1985|-1|-1|-1|-1
485|J452|Je/S/Suk-Young-Jeong|12|4|1993|-1|-1|1|-1
486|MG47|Mc/J/James-Mcgee|10|6|1987|183|80|1|-1
487|L941|Li/M/Michael-Linzer|2|11|1989|183|76|1|-1
488|V426|Vi/R/Ricardo-Villacorta-Alonso|24|4|1985|-1|-1|-1|-1
489|MK29|Me/S/Stefan-Merunka|4|10|1994|185|80|1|2013
490|I186|Top-Players/John-Isner|26|4|1985|208|108|1|2007
491|LC90|Li/S/Siyu-Liu|1|11|1995|-1|-1|-1|-1
492|GA48|Ga/T/Takanyi-Garanganga|6|9|1990|185|79|1|2009
493|I183|It/Y/Yuichi-Ito|6|8|1986|-1|-1|-1|-1
494|DC50|Da/L/Lucas-Dages|-1|-1|-1|-1|-1|-1|-1
495|GA46|Ga/S/Sergio-Galdos|2|1|1990|-1|-1|-1|-1
496|AC45|Ab/M/Mehdi-Abid|2|5|1995|-1|-1|-1|-1
497|AB29|Al/F/Facundo-Alvo|2|2|1996|-1|-1|-1|-1
498|W387|Wi/J/Jesse-Witten|15|10|1982|178|82|1|2005
499|D908|Da/P/Philipp-Davydenko|2|9|1992|183|79|1|-1
500|W521|Wi/M/Marcus-Willis|9|10|1990|-1|-1|-1|-1
501|LB07|La/G/Gonzalo-Lama|27|4|1993|-1|-1|-1|-1
502|A812|Ar/J/Juan-Samuel-Arauzo-Martinez|22|8|1990|-1|-1|-1|0
503|PD31|Top-Players/Benoit-Paire|8|5|1989|196|80|1|2007
504|R835|Ra/C/Cesar-Ramirez|25|1|1990|-1|-1|-1|-1
505|A759|Au/J/Jean-Yves-Aubone|10|1|1988|180|67|1|0
506|N532|Ne/F/Fabricio-Neis|15|6|1990|-1|-1|-1|-1
507|PF69|Po/H/Herkko-Pollanen|21|7|1994|-1|-1|-1|-1
508|N714|Nu/A/Alan-Nunez-Aguilera|12|12|1995|-1|-1|-1|-1
509|V250|Vi/A/Andreas-Vinciguerra|19|2|1981|180|73|0|1998
510|E688|Er/M/Markus-Eriksson|29|11|1989|188|80|1|-1
511|O458|Or/E/Eduardo-Yahir-Orozco-Rangel|29|5|1992|-1|-1|-1|-1
512|J399|Jd/M/Mehdi-Jdi|13|12|1988|-1|-1|-1|-1
513|W373|Wa/Y/Jimmy-Wang|8|2|1985|180|73|1|2001
514|J397|Top-Players/Jerzy-Janowicz|13|11|1990|203|91|1|2007
515|E687|Ev/D/Daniel-Evans|23|5|1990|175|75|1|2006
516|O327|Ol/G/Guillermo-Olaso|25|3|1988|175|72|1|2006
517|MG08|Me/Y/Yannick-Mertens|25|6|1987|188|72|1|2006
518|PF65|Pe/F/Filip-Peliwo|30|1|1994|180|70|1|2013
519|D499|Da/F/Frank-Dancevic|26|9|1984|185|79|1|2003
520|T911|To/P/Peter-Torebko|10|2|1988|185|85|1|2008
521|P624|Top-Players/Philipp-Petzschner|24|3|1984|185|77|1|2001
522|TC02|Ti/T/Taha-Tifnouti|-1|-1|-1|-1|-1|-1|-1
523|H432|Top-Players/Lleyton-Hewitt|24|2|1981|180|77|1|1998
524|H917|Ha/T/Tigre-Hank|30|9|1991|188|85|0|-1
525|SK97|Sh/Y/Yaraslav-Shyla|5|3|1993|-1|-1|-1|-1
526|BG25|Be/D/Duilio-Beretta|25|2|1992|-1|-1|-1|-1
527|Y260|Ya/R/Richard-Yang|8|5|1998|-1|-1|-1|-1
528|G967|Go/P/Peter-Gojowczyk|15|7|1989|185|83|1|2006
529|A678|Top-Players/Kevin-Anderson|18|5|1986|203|89|1|2007
530|D801|Top-Players/Alexandr-Dolgopolov|7|11|1988|180|71|1|2006
531|SG33|Si/S/Sanam-Singh|11|1|1988|175|67|1|-1
532|Q927|Top-Players/Sam-Querrey|7|10|1987|198|91|1|2006
533|D875|Top-Players/Grigor-Dimitrov|16|5|1991|190|80|1|2008
534|D874|De/F/Federico-Delbonis|5|10|1990|190|88|0|2007
535|C546|Cr/T/Teodor-Dacian-Craciun|6|6|1980|-1|-1|1|-1
536|W640|Wa/J/Joao-Walendowsky|15|9|1995|-1|-1|-1|-1
537|W655|Wu/M/Matthias-Wunner|10|3|1993|-1|-1|-1|-1
538|MG77|Ma/D/Diego-Matos|27|4|1988|-1|-1|-1|-1
539|SJ15|Se/M/Milos-Sekulic|4|11|1989|188|75|1|2008
540|L872|Lu/P/Petru-Alexandru-Luncanu|7|5|1989|185|80|0|2005
541|PC29|Pr/D/Dane-Propoggia|24|4|1990|-1|-1|-1|-1
542|D402|Top-Players/Nikolay-Davydenko|2|6|1981|178|70|1|1999
543|Z371|Zh/Z/Zhizhen-Zhang|16|10|1996|-1|-1|-1|-1
544|W571|Wu/D/Di-Wu|14|9|1991|173|66|1|-1
545|V495|Va/L/Luca-Vanni|4|6|1985|-1|-1|-1|-1
546|D935|Di/G/Gibril-Diarra|26|5|1990|-1|-1|-1|-1
547|W579|Wa/A/Alexander-Ward|30|4|1990|-1|-1|-1|-1
548|BC14|Br/M/Marin-Bradaric|5|9|1985|-1|-1|-1|-1
549|RA15|Ro/E/Elie-Rousset|5|9|1989|-1|-1|-1|-1
550|MH27|Mi/G/Giacomo-Miccini|5|7|1992|-1|-1|1|-1
551|RA17|Ru/G/Guillaume-Rufin|26|5|1990|188|82|1|2008
552|I306|Il/C/Cem-Ilkel|21|8|1995|-1|-1|1|-1
553|N663|Ne/M/Maximilian-Neuchrist|22|7|1991|-1|-1|1|-1
554|T868|Tr/W/Walter-Trusendi|3|1|1985|-1|-1|-1|-1
555|MM56|My/D/Denys-Mylokostov|5|4|1993|-1|-1|0|-1
556|KG72|Ka/D/Djurabeck-Karimov|4|6|1998|-1|-1|-1|-1
557|W471|We/A/Amir-Weintraub|16|9|1986|188|74|1|2005
558|O521|Oc/A/Alvaro-Ochoa|9|6|1989|-1|-1|-1|-1
559|B842|Top-Players/Alex-Bogomolov-Jr|23|4|1983|178|75|1|2002
560|RB86|Ra/S/Sidharth-Rawat|21|4|1993|-1|-1|-1|-1
561|KB43|Ke/R/Robin-Kern|3|10|1993|190|87|-1|-1
562|J455|Jo/C/Campbell-Johnson|-1|-1|-1|-1|-1|-1|-1
563|N390|Ni/F/Frederik-Nielsen|27|8|1983|190|83|1|2001
564|BH66|Bi/M/Mikhail-Biryukov|28|4|1992|-1|-1|-1|-1
565|K512|Kl/I/Ivo-Klec|28|11|1980|183|79|1|1999
566|F703|Fu/M/Mikhail-Fufygin|13|5|1990|-1|-1|-1|-1
567|GB13|Gi/G/Germain-Gigounon|20|4|1989|-1|-1|-1|-1
568|BK85|Bo/R/Romain-Bogaerts|23|12|1993|188|76|0|-1
569|LA10|Lu/Y/Yang-Lu|19|9|1992|-1|-1|-1|-1
570|F706|Fe/T/Tiago-Fernandes|29|1|1993|-1|-1|-1|-1
571|SL44|Sh/N/Shonigmatjon-Shofayziyev|30|6|1993|-1|-1|-1|-1
572|SL41|Sa/L/Libor-Salaba|26|8|1992|-1|-1|-1|-1
573|SG87|Top-Players/Ryan-Sweeting|14|7|1987|196|83|1|2007
574|W483|We/B/Boy-Westerhof|24|10|1985|185|80|1|2006
575|SD23|Si/A/Artem-Sitak|8|2|1986|-1|83|1|-1
576|SM25|Top-Players/Jack-Sock|24|9|1992|190|84|1|2011
577|SM23|So/L/Lakshit-Sood|20|2|1991|-1|-1|-1|-1
578|KE64|Ko/S/Stefan-Kozlov|1|2|1998|178|70|1|2013
579|G813|Gr/C/Claudio-Grassi|25|7|1985|180|80|1|2003
580|O483|Oc/C/Christopher-Oconnell|3|6|1994|-1|-1|-1|-1
581|KC41|Ko/W/Wesley-Koolhof|17|4|1989|-1|-1|1|-1
582|MJ98|Me/F/Facundo-Mena|22|9|1992|183|85|1|-1
583|CA22|Ce/P/Pavol-Cervenak|1|7|1987|190|77|1|-1
584|BJ05|Bo/H/Harry-Bourchier|24|1|1996|-1|-1|1|-1
585|MQ75|Ma/K/Kamil-Majchrzak|13|1|1996|-1|-1|-1|-1
586|S843|Top-Players/Potito-Starace|14|7|1981|188|84|1|2001
587|W503|Wa/J/James-D-Ward|9|2|1987|190|72|1|2006
588|CB36|Co/R/Rudy-Coco|21|3|1984|-1|-1|-1|-1
589|D330|Di/A/Alessio-Di-Mauro|9|8|1977|185|71|0|1998
590|DB59|De/N/Dennis-Novak|28|8|1993|-1|-1|1|-1
591|V836|Va/J/Juan-Pablo-Varillas-Patino-Samudio|6|10|1995|-1|-1|1|-1
592|CC32|Cl/G/Guilherme-Clezar|31|12|1992|183|79|1|2009
593|MC18|Ma/D/Denis-Matsukevich|28|3|1986|190|80|1|-1
594|K540|Top-Players/Lukasz-Kubot|16|5|1982|190|86|1|2002
595|J361|Jo/G/Greg-Jones|31|1|1989|190|85|1|2007
596|J338|Jo/R/Romain-Jouan|16|7|1985|183|77|1|2006
597|Z367|Za/M/Mousa-Shanan-Zayed|9|3|1994|-1|-1|-1|-1
598|CC54|Ca/N/Nikola-Cacic|7|12|1990|183|75|1|-1
599|T762|To/J/Josko-Topic|8|12|1983|-1|-1|-1|-1
600|Z363|Zo/M/Marcelo-Zormann|10|6|1996|-1|-1|1|-1
601|TB84|Th/C/Clay-Thompson|4|5|1992|198|86|1|-1
602|CG26|Ch/T/Ting-Yu-Chuang|24|4|1993|-1|-1|-1|-1
603|SO86|St/R/Robin-Stanek|3|1|1995|-1|-1|0|-1
604|L900|Le/J/James-Lemke|25|1|1988|-1|-1|1|-1
